Name,Photo URL,Latitude,Longitude,Side,Drive Number
IMG_1627.JPG,https://drive.google.com/uc?export=view&id=1puIqNUvSCa6Hl5cJxVkL3RdYwWxl6zON,34.19851111,-118.1597361,Driver,1
IMG_4371.jpg,https://drive.google.com/file/d/1Nglck_OQj69izX_TOLfWHoJWhAmctiFp/view?usp=drivesdk,34.19849444,-118.1597361,Passenger,1
IMG_4372.jpg,https://drive.google.com/file/d/1uC4kCcpgWwQNf5Rf35libLDLILD-pn4a/view?usp=drivesdk,34.19844722,-118.1596,Passenger,1
IMG_1628.JPG,https://drive.google.com/uc?export=view&id=1-jX7o6GrpiVYpxUc5lYwfy5F4YjT6yQ5,34.19849722,-118.1595917,Driver,1
IMG_1629.JPG,https://drive.google.com/uc?export=view&id=1SkDWBRfCsHHmbbvZmzRVxkdJq8Pd5NCe,34.198475,-118.1595167,Driver,1
IMG_1630.JPG,https://drive.google.com/uc?export=view&id=1uZwVlQg8vRYsqDzriuLQouujjPO8jku9,34.19845278,-118.1594556,Driver,1
IMG_1631.JPG,https://drive.google.com/uc?export=view&id=128bBCxOKNTke56TZvh23Czq1ifmHpavX,34.19842778,-118.1593861,Driver,1
IMG_4376.jpg,https://drive.google.com/file/d/16MdW1-Q1ZOzPWsSgZivPrjQahy7BdKfx/view?usp=drivesdk,34.19828056,-118.1591722,Passenger,1
IMG_1632.JPG,https://drive.google.com/uc?export=view&id=13Ht2utZdR1AnhLQCyWFMTge4K_Jp1TGb,34.19835556,-118.1591556,Driver,1
IMG_4377.jpg,https://drive.google.com/file/d/153mibXqLo8S3PUaXHYs4JK10BARyC5g4/view?usp=drivesdk,34.19826944,-118.1591417,Passenger,1
IMG_1633.JPG,https://drive.google.com/uc?export=view&id=14LNXPxblpUHLoVWdtMZfzHgip_CJGEig,34.19834722,-118.1591111,Driver,1
IMG_4378.jpg,https://drive.google.com/file/d/17GDO_QMa0FqujTSWk3jAzpKNpNRl5JUA/view?usp=drivesdk,34.19827222,-118.1590806,Passenger,1
IMG_1634.JPG,https://drive.google.com/uc?export=view&id=1TkVhU7YmvSCusKxHPK9R9eyvgfZBZhs3,34.19833056,-118.1590639,Driver,1
IMG_1635.JPG,https://drive.google.com/uc?export=view&id=13CifCMv1U4dTtLTPXdy5nkI6yaZO9MM4,34.19830556,-118.1589889,Driver,1
IMG_1636.JPG,https://drive.google.com/uc?export=view&id=11E6F-U2bhv-P3TtTsvlQ4FUKpq1V40Zf,34.19829444,-118.15895,Driver,1
IMG_4379.jpg,https://drive.google.com/file/d/1OkSy1NI9PgDVNT3hdqvOlQ63dffW3Yjj/view?usp=drivesdk,34.19819444,-118.15895,Passenger,1
IMG_1637.JPG,https://drive.google.com/uc?export=view&id=1pf1dvsDTWstt-HDHrjAHWm5nOLR6zKVp,34.19825556,-118.1588222,Driver,1
IMG_4380.jpg,https://drive.google.com/file/d/1kiqIu1YPQ3wMl0HZyY2vash1MPf5T6Nt/view?usp=drivesdk,34.19813611,-118.1587611,Passenger,1
IMG_1638.JPG,https://drive.google.com/uc?export=view&id=1xK6Jq0ai_Uqbpy3iAp68UQ-dwLBcI7KX,34.19823611,-118.1587528,Driver,1
IMG_1639.JPG,https://drive.google.com/uc?export=view&id=1vkpGYrhr27aPh0hHhwi4BCarVznLsqWZ,34.19818056,-118.1586,Driver,1
IMG_4381.jpg,https://drive.google.com/file/d/1cMO3qXouYO5749xNvaLTZq4kTL-mvOoE/view?usp=drivesdk,34.19808611,-118.1586,Passenger,1
IMG_1640.JPG,https://drive.google.com/uc?export=view&id=1N81N3ZI9PFxLrpXzchWPg8Sm8g7FfHLm,34.19813056,-118.1584389,Driver,1
IMG_1641.JPG,https://drive.google.com/uc?export=view&id=1fuGoCxWXsR6wqRilbon0jbDDdC3gVrYx,34.19800556,-118.1582194,Driver,1
IMG_4382.jpg,https://drive.google.com/file/d/1h_7o-Q1xt6hix9sG959or0sTbA1R-6Ax/view?usp=drivesdk,34.19796111,-118.1582028,Passenger,1
